NM_REGIAO;NM_UF;CD_UF;SIGLA;CD_MUN;NM_MUN;AREA_TOT;AREA_INT;PERC_INT;LAT_SEDE;LNG_SEDE;SEDE_AL
NORTE;Pará;15;PA;1507102;São Caetano de Odivelas;464,17;464,17;100;-0,7476;-48,0194;true
NORTE;Pará;15;PA;1507151;São Domingos do Araguaia;1392,46;1392,46;100;-5,5535;-48,7297;true
NORTE;Pará;15;PA;1507201;São Domingos do Capim;1686,77;1686,77;100;-1,6746;-47,7756;true
NORTE;Pará;15;PA;1507300;São Félix do Xingu;84212,91;84212,9;100;-6,641;-51,9907;true
NORTE;Pará;15;PA;1507409;São Francisco do Pará;479,44;479,44;100;-1,1697;-47,7969;true
NORTE;Pará;15;PA;1507458;São Geraldo do Araguaia;3168,38;3168,38;100;-6,3954;-48,5672;true
NORTE;Pará;15;PA;1507466;São João da Ponta;195,92;195,92;100;-0,8494;-47,9211;true
NORTE;Pará;15;PA;1507474;São João de Pirabas;668,43;668,43;100;-0,7659;-47,1731;true
NORTE;Pará;15;PA;1507508;São João do Araguaia;1279,89;1279,89;100;-5,3565;-48,789;true
NORTE;Pará;15;PA;1507607;São Miguel do Guamá;1094,56;1094,56;100;-1,6266;-47,4849;true
NORTE;Pará;15;PA;1507706;São Sebastião da Boa Vista;1632,25;1632,25;100;-1,7184;-49,5326;true
NORTE;Pará;15;PA;1507755;Sapucaia;1298,19;1298,19;100;-6,9425;-49,6996;true
NORTE;Pará;15;PA;1507805;Senador José Porfírio;14419,92;14419,92;100;-2,5914;-51,9553;true
NORTE;Pará;15;PA;1507904;Soure;2857,35;2857,35;100;-0,7267;-48,5198;true
NORTE;Pará;15;PA;1507953;Tailândia;4430,48;4430,48;100;-2,9454;-48,9517;true
NORTE;Pará;15;PA;1507961;Terra Alta;204,97;204,97;100;-1,0393;-47,9072;true
NORTE;Pará;15;PA;1507979;Terra Santa;1895,88;1895,88;100;-2,1107;-56,4911;true
NORTE;Pará;15;PA;1508001;Tomé-Açu;5145,36;5145,36;100;-2,4211;-48,1509;true
NORTE;Pará;15;PA;1508035;Tracuateua;868,03;868,03;100;-1,0762;-46,9038;true
NORTE;Pará;15;PA;1508050;Trairão;11991,09;11991,09;100;-4,7004;-55,9956;true
NORTE;Pará;15;PA;1508084;Tucumã;2512,59;2512,59;100;-6,752;-51,1504;true
NORTE;Pará;15;PA;1508100;Tucuruí;2084,29;2084,29;100;-3,7671;-49,6704;true
NORTE;Pará;15;PA;1508126;Ulianópolis;5088,47;5088,47;100;-3,7568;-47,5018;true
NORTE;Pará;15;PA;1508159;Uruará;10791,41;10791,41;100;-3,7163;-53,7391;true
NORTE;Pará;15;PA;1508209;Vigia;401,59;401,59;100;-0,8518;-48,1444;true
NORTE;Pará;15;PA;1508308;Viseu;4972,9;4972,9;100;-1,2086;-46,1374;true
NORTE;Pará;15;PA;1508357;Vitória do Xingu;3089,54;3089,54;100;-2,8833;-52,0127;true
NORTE;Pará;15;PA;1508407;Xinguara;3779,35;3779,35;100;-7,1059;-49,9445;true
NORTE;Amapá;16;AP;1600055;Serra do Navio;7713,05;7713,05;100;0,9011;-52,0029;true
NORTE;Amapá;16;AP;1600105;Amapá;8454,85;8454,85;100;2,0522;-50,7907;true
NORTE;Amapá;16;AP;1600154;Pedra Branca do Amapari;9622,29;9622,29;100;0,7773;-51,953;true
NORTE;Amapá;16;AP;1600204;Calçoene;14117,3;14117,3;100;2,4925;-50,9506;true
NORTE;Amapá;16;AP;1600212;Cutias;2179,11;2179,11;100;0,9709;-50,8006;true
NORTE;Amapá;16;AP;1600238;Ferreira Gomes;4973,86;4973,86;100;0,8592;-51,1806;true
NORTE;Amapá;16;AP;1600253;Itaubal;1622,87;1622,87;100;0,603;-50,6997;true
NORTE;Amapá;16;AP;1600279;Laranjal do Jari;30783;30783;100;-0,8416;-52,5203;true
NORTE;Amapá;16;AP;1600303;Macapá;6563,85;6563,85;100;0,0368;-51,0517;true
NORTE;Amapá;16;AP;1600402;Mazagão;13294,78;13294,78;100;-0,1155;-51,2852;true
NORTE;Amapá;16;AP;1600501;Oiapoque;23034,39;23034,39;100;3,8471;-51,8368;true
NORTE;Amapá;16;AP;1600535;Porto Grande;4428,01;4428,01;100;0,7056;-51,4093;true
NORTE;Amapá;16;AP;1600550;Pracuúba;4948,51;4948,51;100;1,7436;-50,7859;true
NORTE;Amapá;16;AP;1600600;Santana;1541,22;1541,22;100;-0,042;-51,1745;true
NORTE;Amapá;16;AP;1600709;Tartarugalzinho;6684,71;6684,71;100;1,5056;-50,9119;true
NORTE;Amapá;16;AP;1600808;Vitória do Jari;2508,98;2508,98;100;-0,9298;-52,428;true
NORTE;Tocantins;17;TO;1700251;Abreulândia;1906,3;1906,3;100;-9,6242;-49,1542;true
NORTE;Tocantins;17;TO;1700301;Aguiarnópolis;236,79;236,79;100;-6,5568;-47,4792;true
NORTE;Tocantins;17;TO;1700350;Aliança do Tocantins;1581;1581;100;-11,307;-48,937;true
NORTE;Tocantins;17;TO;1700400;Almas;4007,15;4007,15;100;-11,5702;-47,1696;true
NORTE;Tocantins;17;TO;1700707;Alvorada;1207,2;1207,2;100;-12,4801;-49,1254;true
NORTE;Tocantins;17;TO;1701002;Ananás;1581,06;1581,06;100;-6,3741;-48,0701;true
NORTE;Tocantins;17;TO;1701051;Angico;447,55;447,55;100;-6,3899;-47,8649;true
NORTE;Tocantins;17;TO;1701101;Aparecida do Rio Negro;1159,03;1159,03;100;-9,9502;-47,9733;true
NORTE;Tocantins;17;TO;1701309;Aragominas;1168,21;1168,21;100;-7,1665;-48,5257;true
NORTE;Tocantins;17;TO;1701903;Araguacema;2774,51;2774,51;100;-8,8063;-49,5573;true
NORTE;Tocantins;17;TO;1702000;Araguaçu;5155,22;5155,22;100;-12,9312;-49,8271;true
NORTE;Tocantins;17;TO;1702109;Araguaína;4004,65;4004,65;100;-7,1898;-48,2099;true
NORTE;Tocantins;17;TO;1702158;Araguanã;834,83;834,83;100;-6,5724;-48,6408;true
NORTE;Tocantins;17;TO;1702208;Araguatins;2633,28;2633,28;100;-5,6493;-48,1231;true
NORTE;Tocantins;17;TO;1702307;Arapoema;1558,14;1558,14;100;-7,6578;-49,0645;true
NORTE;Tocantins;17;TO;1702406;Arraias;5803,09;5803,09;100;-12,932;-46,9374;true
NORTE;Tocantins;17;TO;1702554;Augustinópolis;388,81;388,81;100;-5,4687;-47,8836;true
NORTE;Tocantins;17;TO;1702703;Aurora do Tocantins;696,19;696,19;100;-12,712;-46,4091;true
NORTE;Tocantins;17;TO;1702901;Axixá do Tocantins;153,54;153,54;100;-5,6173;-47,7714;true
NORTE;Tocantins;17;TO;1703008;Babaçulândia;1790,3;1790,3;100;-7,2029;-47,7595;true
NORTE;Tocantins;17;TO;1703057;Bandeirantes do Tocantins;1540,54;1540,54;100;-7,7624;-48,5767;true
NORTE;Tocantins;17;TO;1703073;Barra do Ouro;1105,84;1105,84;100;-7,7131;-47,6747;true
NORTE;Tocantins;17;TO;1703107;Barrolândia;697,76;697,76;100;-9,8347;-48,724;true
NORTE;Tocantins;17;TO;1703206;Bernardo Sayão;924,05;924,05;100;-7,879;-48,8927;true
NORTE;Tocantins;17;TO;1703305;Bom Jesus do Tocantins;1326,95;1326,95;100;-8,9656;-48,1638;true
NORTE;Tocantins;17;TO;1703602;Brasilândia do Tocantins;645,91;645,91;100;-8,3895;-48,4828;true
NORTE;Tocantins;17;TO;1703701;Brejinho de Nazaré;1722,59;1722,59;100;-11,0136;-48,5644;true
NORTE;Tocantins;17;TO;1703800;Buriti do Tocantins;252,73;252,73;100;-5,3165;-48,2263;true
NORTE;Tocantins;17;TO;1703826;Cachoeirinha;351,54;351,54;100;-6,1149;-47,9175;true
NORTE;Tocantins;17;TO;1703842;Campos Lindos;3234,45;3234,45;100;-7,9683;-46,8054;true
NORTE;Tocantins;17;TO;1703867;Cariri do Tocantins;1126,29;1126,29;100;-11,8887;-49,1612;true
NORTE;Tocantins;17;TO;1703883;Carmolândia;339,37;339,37;100;-7,0333;-48,3964;true
NORTE;Tocantins;17;TO;1703891;Carrasco Bonito;190,35;190,35;100;-5,3212;-48,0363;true
NORTE;Tocantins;17;TO;1703909;Caseara;1680,01;1680,01;100;-9,2732;-49,9576;true
NORTE;Tocantins;17;TO;1704105;Centenário;1953,13;1953,13;100;-8,9573;-47,3349;true
NORTE;Tocantins;17;TO;1704600;Chapada de Areia;658,56;658,56;100;-10,1423;-49,1783;true
NORTE;Tocantins;17;TO;1705102;Chapada da Natividade;1640,83;1640,83;100;-11,6176;-47,7508;true
NORTE;Tocantins;17;TO;1705508;Colinas do Tocantins;842,49;842,49;100;-8,0558;-48,4835;true
NORTE;Tocantins;17;TO;1705557;Combinado;208,79;208,79;100;-12,8178;-46,5486;true
NORTE;Tocantins;17;TO;1705607;Conceição do Tocantins;2530,65;2530,65;100;-12,2183;-47,2968;true
NORTE;Tocantins;17;TO;1706001;Couto Magalhães;1584,2;1584,2;100;-8,3601;-49,1789;true
NORTE;Tocantins;17;TO;1706100;Cristalândia;1850,75;1850,75;100;-10,6024;-49,1918;true
NORTE;Tocantins;17;TO;1706258;Crixás do Tocantins;983,77;983,77;100;-11,1049;-48,919;true
NORTE;Tocantins;17;TO;1706506;Darcinópolis;1641,77;1641,77;100;-6,709;-47,7535;true
NORTE;Tocantins;17;TO;1707009;Dianópolis;3318,09;3318,09;100;-11,6263;-46,8198;true
NORTE;Tocantins;17;TO;1707108;Divinópolis do Tocantins;2358,28;2358,28;100;-9,8028;-49,216;true
NORTE;Tocantins;17;TO;1707207;Dois Irmãos do Tocantins;3747,65;3747,65;100;-9,2559;-49,0655;true
NORTE;Tocantins;17;TO;1707306;Dueré;3420,66;3420,66;100;-11,3432;-49,2692;true
NORTE;Tocantins;17;TO;1707405;Esperantina;506,18;506,18;100;-5,3653;-48,539;true
NORTE;Tocantins;17;TO;1707553;Fátima;380,37;380,37;100;-10,7554;-48,9036;true
NORTE;Tocantins;17;TO;1707652;Figueirópolis;1935,71;1935,71;100;-12,1418;-49,1701;true
NORTE;Tocantins;17;TO;1707702;Filadélfia;1991,26;1991,26;100;-7,3368;-47,4897;true
NORTE;Tocantins;17;TO;1708205;Formoso do Araguaia;13431,86;13431,86;100;-11,8014;-49,5294;true
NORTE;Tocantins;17;TO;1708254;Tabocão;624,46;624,46;100;-9,0557;-48,5268;true
NORTE;Tocantins;17;TO;1708304;Goianorte;1797,23;1797,23;100;-8,7725;-48,9322;true
NORTE;Tocantins;17;TO;1709005;Goiatins;6414,85;6414,85;100;-7,7117;-47,3156;true
NORTE;Tocantins;17;TO;1709302;Guaraí;2275,56;2275,56;100;-8,8366;-48,511;true
NORTE;Tocantins;17;TO;1709500;Gurupi;1844,16;1844,16;100;-11,7267;-49,0633;true
NORTE;Tocantins;17;TO;1709807;Ipueiras;821,15;821,15;100;-11,2402;-48,4444;true
NORTE;Tocantins;17;TO;1710508;Itacajá;3047,2;3047,2;100;-8,3935;-47,7696;true
NORTE;Tocantins;17;TO;1710706;Itaguatins;730,16;730,16;100;-5,7747;-47,4785;true
NORTE;Tocantins;17;TO;1710904;Itapiratins;1246,35;1246,35;100;-8,3847;-48,1085;true
NORTE;Tocantins;17;TO;1711100;Itaporã do Tocantins;969,79;969,79;100;-8,5728;-48,69;true
NORTE;Tocantins;17;TO;1711506;Jaú do Tocantins;2167,2;2167,2;100;-12,6518;-48,5941;true
NORTE;Tocantins;17;TO;1711803;Juarina;483,45;483,45;100;-8,1192;-49,0973;true
NORTE;Tocantins;17;TO;1711902;Lagoa da Confusão;10563,18;10563,18;100;-10,7936;-49,6248;true
NORTE;Tocantins;17;TO;1711951;Lagoa do Tocantins;917,63;917,63;100;-10,2967;-47,5642;true
NORTE;Tocantins;17;TO;1712009;Lajeado;318,29;318,29;100;-9,7536;-48,3552;true
NORTE;Tocantins;17;TO;1712157;Lavandeira;468,01;468,01;100;-12,7905;-46,5072;true
NORTE;Tocantins;17;TO;1712405;Lizarda;5716,64;5716,64;100;-9,5956;-46,6751;true
NORTE;Tocantins;17;TO;1712454;Luzinópolis;281,54;281,54;100;-6,1903;-47,8581;true
NORTE;Tocantins;17;TO;1712504;Marianópolis do Tocantins;2089,58;2089,58;100;-9,7993;-49,6563;true
NORTE;Tocantins;17;TO;1712702;Mateiros;9589,27;9589,27;100;-10,546;-46,4182;true
NORTE;Tocantins;17;TO;1712801;Maurilândia do Tocantins;736,3;736,3;100;-5,9523;-47,5086;true
NORTE;Tocantins;17;TO;1713205;Miracema do Tocantins;2663,75;2663,75;100;-9,5681;-48,3921;true
NORTE;Tocantins;17;TO;1713304;Miranorte;1033,3;1033,3;100;-9,524;-48,5898;true
NORTE;Tocantins;17;TO;1713601;Monte do Carmo;3601,21;3601,21;100;-10,7636;-48,1102;true
NORTE;Tocantins;17;TO;1713700;Monte Santo do Tocantins;1072,92;1072,92;100;-10,0069;-48,9925;true
NORTE;Tocantins;17;TO;1713809;Palmeiras do Tocantins;743,41;743,41;100;-6,6131;-47,5461;true
NORTE;Tocantins;17;TO;1713957;Muricilândia;1194,37;1194,37;100;-7,1415;-48,6062;true
NORTE;Tocantins;17;TO;1714203;Natividade;3241,67;3241,67;100;-11,7054;-47,7273;true
NORTE;Tocantins;17;TO;1714302;Nazaré;396;396;100;-6,3727;-47,665;true
NORTE;Tocantins;17;TO;1714880;Nova Olinda;1567,83;1567,83;100;-7,6322;-48,4258;true
NORTE;Tocantins;17;TO;1715002;Nova Rosalândia;514,79;514,79;100;-10,5683;-48,9116;true
NORTE;Tocantins;17;TO;1715101;Novo Acordo;2678,26;2678,26;100;-9,967;-47,6764;true
NORTE;Tocantins;17;TO;1715150;Novo Alegre;200,41;200,41;100;-12,9152;-46,5742;true
NORTE;Tocantins;17;TO;1715259;Novo Jardim;1213,89;1213,89;100;-11,8226;-46,6266;true
NORTE;Tocantins;17;TO;1715507;Oliveira de Fátima;209,29;209,29;100;-10,7093;-48,9058;true
NORTE;Tocantins;17;TO;1715705;Palmeirante;2638,47;2638,47;100;-7,858;-47,9253;true
NORTE;Tocantins;17;TO;1715754;Palmeirópolis;1708,98;1708,98;100;-13,0421;-48,4082;true
NORTE;Tocantins;17;TO;1716109;Paraíso do Tocantins;1292,27;1292,27;100;-10,1779;-48,8865;true
NORTE;Tocantins;17;TO;1716208;Paranã;11217,37;11217,37;100;-12,6148;-47,8821;true
NORTE;Tocantins;17;TO;1716307;Pau D'Arco;1375,55;1375,55;100;-7,5424;-49,3689;true
NORTE;Tocantins;17;TO;1716505;Pedro Afonso;2019,56;2019,56;100;-8,9722;-48,1769;true
NORTE;Tocantins;17;TO;1716604;Peixe;5303,61;5303,61;100;-12,038;-48,54;true
NORTE;Tocantins;17;TO;1716653;Pequizeiro;1206,12;1206,12;100;-8,5941;-48,9342;true
NORTE;Tocantins;17;TO;1716703;Colméia;992,22;992,22;100;-8,7298;-48,7612;true
NORTE;Tocantins;17;TO;1717008;Pindorama do Tocantins;1560,55;1560,55;100;-11,1382;-47,5776;true
NORTE;Tocantins;17;TO;1717206;Piraquê;1363,41;1363,41;100;-6,769;-48,294;true
NORTE;Tocantins;17;TO;1717503;Pium;10003,55;10003,55;100;-10,4431;-49,1798;true
NORTE;Tocantins;17;TO;1717800;Ponte Alta do Bom Jesus;1718,79;1718,79;100;-12,0902;-46,4805;true
NORTE;Tocantins;17;TO;1717909;Ponte Alta do Tocantins;6542,84;6542,84;100;-10,7465;-47,5388;true
NORTE;Tocantins;17;TO;1718006;Porto Alegre do Tocantins;506,72;506,72;100;-11,6071;-47,0496;true
NORTE;Tocantins;17;TO;1718204;Porto Nacional;4434,68;4434,68;100;-10,7073;-48,413;true
NORTE;Tocantins;17;TO;1718303;Praia Norte;301;301;100;-5,3954;-47,8107;true
NORTE;Tocantins;17;TO;1718402;Presidente Kennedy;771,72;771,72;100;-8,5341;-48,5063;true
NORTE;Tocantins;17;TO;1718451;Pugmil;401,17;401,17;100;-10,4273;-48,8959;true
NORTE;Tocantins;17;TO;1718501;Recursolândia;2215,67;2215,67;100;-8,7362;-47,2417;true
NORTE;Tocantins;17;TO;1718550;Riachinho;512,16;512,16;100;-6,4437;-48,1388;true
NORTE;Tocantins;17;TO;1718659;Rio da Conceição;845,82;845,82;100;-11,4001;-46,8841;true
NORTE;Tocantins;17;TO;1718709;Rio dos Bois;847,26;847,26;100;-9,3447;-48,5352;true
NORTE;Tocantins;17;TO;1718758;Rio Sono;6346,28;6346,28;100;-9,3481;-47,8993;true
NORTE;Tocantins;17;TO;1718808;Sampaio;222,44;222,44;100;-5,3524;-47,878;true
NORTE;Tocantins;17;TO;1718840;Sandolândia;3535,14;3535,14;100;-12,5396;-49,9281;true
NORTE;Tocantins;17;TO;1718865;Santa Fé do Araguaia;1671,24;1671,24;100;-7,1527;-48,6942;true
NORTE;Tocantins;17;TO;1718881;Santa Maria do Tocantins;1412,32;1412,32;100;-8,7737;-47,7481;true
NORTE;Tocantins;17;TO;1718899;Santa Rita do Tocantins;3281,22;3281,22;100;-10,8646;-48,9079;true
NORTE;Tocantins;17;TO;1718907;Santa Rosa do Tocantins;1804,69;1804,69;100;-11,4447;-48,1173;true
NORTE;Tocantins;17;TO;1719004;Santa Tereza do Tocantins;539,51;539,51;100;-10,2816;-47,81;true
NORTE;Tocantins;17;TO;1720002;Santa Terezinha do Tocantins;274,1;274,1;100;-6,4346;-47,6731;true
NORTE;Tocantins;17;TO;1720101;São Bento do Tocantins;1099,58;1099,58;100;-6,0263;-47,9241;true
NORTE;Tocantins;17;TO;1720150;São Félix do Tocantins;1913,11;1913,11;100;-10,1697;-46,6595;true
